Title,Article,Category
Watch: Virat Kohli Shouts In Anger At KS Bharat After He Denies Single During 4th Test Vs AUS,,Sports
Virat Kohli Century: Star India Batter Notches Up A Test Match Hundred After 1205 Calendar Days,,Sports
Virat Kohli Century: 'Should We Bow-' Twitter Reacts As 'King Kohli' Brings Up His First Ton In Test Cricket Since 2019,,Sports
"Ellyse Perry Backs Smriti Mandhana Post Her Ordinary Scores In The WPL, Know What She Said",,Sports
'Gill Is Very Impressive': Former India Cricketer Lauds Shubman Gill Post His Hundred In 4th Test Vs AUS,,Sports
"Shreyas Iyer Complains Of Back Pain, Sent For Scans During 4th Test Vs AUS",,Sports
Harbhajan Singh's Delivery To Gayle Reminds People Of Shane Warne's 'Ball Of The Century' - Watch,,Sports
"PM Modi Inaugurates Projects Worth Rs 16k Crore In Karnataka, Slams Rahul Gandhi For UK Remarks. Top Points",,Sports
"Kiran Kumar Reddy, Last CM Of Undivided Andhra Pradesh, Quits Congress",,Sports
"'Normal For Him To Cry...': Smriti Irani, Yogi & Other BJP Leaders Slam Rahul Gandhi Over Remarks In UK",,Sports
"Centre Opposes Same-Sex Marriage In SC, Says Not Comparable With 'Indian Family Unit' Concept",,Sports
Indigenously Built Stealth Frigate INS Sahyadri Participates In Maritime Exercise With French Navy,,Sports
"PM Modi Unveils World's Longest Railway Platform In Hubballi, Dedicates IIT Dharwad To Nation",,Sports
Indian Navy Set To Place Orders For Over 200 BrahMos Supersonic Cruise Missiles,,Sports
"Budget Session Of Parliament Set To Resume Tomorrow After Stormy First Half, 35 Bills Pending — Details",,Sports
"Tamil Nadu BJP Chief Writes To Jaishankar, Seeks Help For Repatriation Of 16 Fishermen Detained By Sri Lanka",,Sports
Swara Bhasker Shares First Pictures From Her Haldi Ceremony,,Sports
"<h6><a href=""News?title=WPL-2023%3a-UP-Warriorz-set-a-target-of-160-for-Mumbai-Indians-at-Brabourne-Stadium&amp;id=457298"">WPL 2023: UP Warriorz set a target of 160 for Mumbai Indians at Brabourne Stadium</a>
</h6>","<p><span id=""ctl00_ContentPlaceHolder1_AddUserControl_RepterDetails_ctl00_lblComment"">In the Women's Premier League (WPL), UP Warriorz have set a target of 160 for Mumbai Indians at the Brabourne Stadium. </span></p>",Sports
"<h6><a href=""News?title=Virat-Kohli-hits-his-28th-test-century-as-India-takes-91-run-first-innings-lead-against-Australia-in-Ahmedabad-test&amp;id=457111"">Virat Kohli hits his 28th test century as India takes 91 run first-innings lead against Australia in Ahmedabad test</a>
</h6>","<p><span id=""ctl00_ContentPlaceHolder1_AddUserControl_RepterDetails_ctl01_lblComment"">India were all out for 571 in their first innings against Australia on day four of the final test of the Border-Gavaskar trophy in Ahmedabad.
</span></p>",Sports
"<h6><a href=""News?title=4th-Asian-Kho-Kho-Championship-for-Men-and-Women-to-be-held-at-Baksa-district-in-Assam-from-March-20-to-23&amp;id=457281"">4th Asian Kho Kho Championship for Men and Women to be held at Baksa district in Assam from March 20 to 23</a>
</h6>","<p><span id=""ctl00_ContentPlaceHolder1_AddUserControl_RepterDetails_ctl02_lblComment"">The 4th Asian Kho Kho Championship for Men and Women will be held at Baksa district in Assam from the 20th to the 23rd of this month.
</span></p>",Sports
"<h6><a href=""News?title=Cricket%3a-UP-Warriorz-to-take-on-Mumbai-Indians-in-Women%26%2339%3bs-Premier-League-in-Mumbai&amp;id=457267"">Cricket: UP Warriorz to take on Mumbai Indians in Women's Premier League in Mumbai</a>
</h6>","<p><span id=""ctl00_ContentPlaceHolder1_AddUserControl_RepterDetails_ctl03_lblComment"">The tenth match of the Women’s Premier League will feature UP Warriorz taking on Mumbai Indians at the Brabourne Stadium, at 7.30 PM in Mumbai today.</span></p>",Sports
"<h6><a href=""News?title=Delhi-Capitals-beat-Gujarat-Giants-by-10-wickets-in-Women%26%2339%3bs-Premier-League&amp;id=457252"">Delhi Capitals beat Gujarat Giants by 10 wickets in Women's Premier League</a>
</h6>","<p><span id=""ctl00_ContentPlaceHolder1_AddUserControl_RepterDetails_ctl04_lblComment"">In Women's Premier League, Delhi Capitals defeated Gujarat Giants by 10 wickets at D Y Patil Sports Academy in Navi Mumbai last night.</span></p>",Sports
"<h6><a href=""News?title=WPL-2023%3a--Delhi-Capitals-defeat-Gujarat-Giants-by-10-wickets-in-Navi-Mumbai&amp;id=457244"">WPL 2023:  Delhi Capitals defeat Gujarat Giants by 10 wickets in Navi Mumbai</a>
</h6>","<p><span id=""ctl00_ContentPlaceHolder1_AddUserControl_RepterDetails_ctl05_lblComment"">In the Women's Premier League, Delhi Capitals defeated Gujarat Giants by 10 wickets at D Y Patil Sports Academy in Navi Mumbai.</span></p>",Sports
"<h6><a href=""News?title=India-beat-world-champions-Germany-3-2-in-FIH-Pro-League-in-Odisha&amp;id=457204"">India beat world champions Germany 3-2 in FIH Pro League in Odisha</a>
</h6>","<p><span id=""ctl00_ContentPlaceHolder1_AddUserControl_RepterDetails_ctl06_lblComment"">In Hockey, India stunned world champions Germany 3-2 in the FIH Pro League at Birsa Munda Hockey Stadium in Rourkela, Odisha yesterday, March 10. </span></p>",Sports
"<h6><a href=""News?title=Women%26%2339%3bs-Premier-League%3a-UP-Warriorz-defeat-Royal-Challengers-Bangalore-by-10-wickets-in-Mumbai&amp;id=457191"">Women's Premier League: UP Warriorz defeat Royal Challengers Bangalore by 10 wickets in Mumbai</a>
</h6>","<p><span id=""ctl00_ContentPlaceHolder1_AddUserControl_RepterDetails_ctl07_lblComment"">In the Women's Premier League, UP Warriorz defeated Royal Challengers Bangalore by 10 wickets at the Brabourne Stadium in Mumbai last night.</span></p>",Sports
"<h6><a href=""News?title=Sports-Minister-Anurag-Singh-Thakur-inaugurates--Khelo-India-Dus-Ka-Dum-Tournament&amp;id=457142"">Sports Minister Anurag Singh Thakur inaugurates  Khelo India Dus Ka Dum Tournament</a>
</h6>","<p><span id=""ctl00_ContentPlaceHolder1_AddUserControl_RepterDetails_ctl08_lblComment"">Youth Affairs and Sports Minister Anurag Singh Thakur inaugurated the Khelo India Dus Ka Dum Tournament in New Delhi this morning.</span></p>",Sports
"<h6><a href=""News?title=Women%26%2339%3bs-Premier-League%3a-Mumbai-Indians-beat-Delhi-Capitals-by-8-wickets-at-Navi-Mumbai&amp;id=457141"">Women's Premier League: Mumbai Indians beat Delhi Capitals by 8 wickets at Navi Mumbai</a>
</h6>","<p><span id=""ctl00_ContentPlaceHolder1_AddUserControl_RepterDetails_ctl09_lblComment"">In the Women's Premier League, Mumbai Indians beat Delhi Capitals by 8 wickets at Dr DY Patil Sports Academy, Navi Mumbai yesterday.</span></p>",Sports
"<h6><a href=""News?title=WPL%3a-Delhi-Capitals-set-victory-target-of-106-runs-before-Mumbai-Indians&amp;id=457080"">WPL: Delhi Capitals set victory target of 106 runs before Mumbai Indians</a>
</h6>","<p><span id=""ctl00_ContentPlaceHolder1_AddUserControl_RepterDetails_ctl10_lblComment"">In Women's Premier League, Delhi Capitals have set a victory target of 106 runs before Mumbai Indians at Dr DY Patil Sports Academy, Navi Mumbai.</span></p>",Sports
"<h6><a href=""News?title=Bangladesh-defeat-England-in-the-first-T20I&amp;id=457126"">Bangladesh defeat England in the first T20I </a>
</h6>","<p><span id=""ctl00_ContentPlaceHolder1_AddUserControl_RepterDetails_ctl11_lblComment"">Bangladesh scored an emphatic win against England in their first T20 international match played at Zahur Ahmed Chowdhury Stadium at Chattogram.</span></p>",Sports
"<h6><a href=""News?title=Khelo-India-Dus-Ka-Dum-Tournament-to-start-on-Friday&amp;id=457114"">Khelo India Dus Ka Dum Tournament to start on Friday</a>
</h6>","<p><span id=""ctl00_ContentPlaceHolder1_AddUserControl_RepterDetails_ctl12_lblComment"">Khelo India Dus Ka Dum Tournament will start on Friday. Youth Affairs and Sports Minister Anurag Singh Thakur will be at the opening ceremony scheduled at Jawaharlal Nehru Stadium in New Delhi.</span></p>",Sports
"<h6><a href=""News?title=Women%26%2339%3bs-Premier-League-Cricket%3a-Delhi-Capitals-to-face-Mumbai-Indians&amp;id=457087"">Women's Premier League Cricket: Delhi Capitals to face Mumbai Indians</a>
</h6>","<p><span id=""ctl00_ContentPlaceHolder1_AddUserControl_RepterDetails_ctl13_lblComment"">In the Women's Premier League Cricket, Gujarat Giants defeated Royal Challengers Bangalore by 11 runs yesterday, March 8. </span></p>",Sports
"<h6><a href=""News?title=ICC-rankings%3a-Ravichandran-Ashwin-drops-6-points%2c-tied-with-James-Anderson-as-number-one-Test-bowler&amp;id=457066"">ICC rankings: Ravichandran Ashwin drops 6 points, tied with James Anderson as number one Test bowler</a>
</h6>","<p><span id=""ctl00_ContentPlaceHolder1_AddUserControl_RepterDetails_ctl14_lblComment"">Premier India off-spinner Ravichandran Ashwin lost six rating points but still remained joint number one Test bowler with England quick James Anderson in the ICC rankings released on Wednesday.</span></p>",Sports
"<h6><a href=""News?title=BWF-German-Open%3a-Lakshya-Sen%2c-Tasnim-Mir-lose-in-first-round&amp;id=457067"">BWF German Open: Lakshya Sen, Tasnim Mir lose in first round</a>
</h6>","<p><span id=""ctl00_ContentPlaceHolder1_AddUserControl_RepterDetails_ctl15_lblComment"">India’s Lakshya Sen and Tasnim Mir exited from the German Open, a BWF World Tour Super 300 event on Wednesday after straight-games defeats in the first round in Mulheim, Germany.</span></p>",Sports
"<h6><a href=""News?title=Women%26%2339%3bs-Premier-League%3a-Gujarat-Giants-to-take-on-Royal-Challengers-Bangalore-in-Mumbai-today&amp;id=456981"">Women's Premier League: Gujarat Giants to take on Royal Challengers Bangalore in Mumbai today</a>
</h6>","<p><span id=""ctl00_ContentPlaceHolder1_AddUserControl_RepterDetails_ctl16_lblComment"">In Cricket, Gujarat Giants will take on Royal Challengers Bangalore in the Women's Premier League (WPL) at Brabourne Stadium, Mumbai this evening.</span></p>",Sports
"<h6><a href=""News?title=Khelo-India-Dus-ka-Dum-tournament-to-be-organized-to-celebrate-International-Women%e2%80%99s-Day-2023&amp;id=457033"">Khelo India Dus ka Dum tournament to be organized to celebrate International Women’s Day 2023</a>
</h6>","<p><span id=""ctl00_ContentPlaceHolder1_AddUserControl_RepterDetails_ctl17_lblComment"">In the run-up to the International Women’s Day 2023 celebrations, Department of Sports, Ministry of Youth Affairs and Sports is set to organize the Khelo India Dus Ka Dum tournament from 10th to 31st of March.</span></p>",Sports
"<h6><a href=""News?title=Shotgun-World-Cup%3a-Indian-shooters-Mairaj-Ahmed-Khan%2c-Ganemat-Sekhon-to-shoot-two-more-rounds-today&amp;id=456996"">Shotgun World Cup: Indian shooters Mairaj Ahmed Khan, Ganemat Sekhon to shoot two more rounds today</a>
</h6>","<p><span id=""ctl00_ContentPlaceHolder1_AddUserControl_RepterDetails_ctl18_lblComment"">Indian top shotgun trap shooters Mairaj Ahmed Khan and Ganemat Sekhon will shoot two more rounds of 25 targets today in the International Shooting Sport Federation World Cup Shotgun 2023, eyeing to claim one of the eight qualifying spots.</span></p>",Sports
"<h6><a href=""News?title=Women%26%2339%3bs-Premier-League%3a-RCB-Vs.-MI%2c-RCB-sets-a-target-of-156-runs-for-MI&amp;id=456920"">Women's Premier League: RCB Vs. MI, RCB sets a target of 156 runs for MI</a>
</h6>","<p><span id=""ctl00_ContentPlaceHolder1_AddUserControl_RepterDetails_ctl19_lblComment"">In Women's Premier League (WPL), the match between Royal Challengers Bangalore and Mumbai Indians is underway at Brabourne Stadium in Mumbai.</span></p>",Sports
"<h6><a href=""News?title=WPL-2023%3a-DC-beat-RCB-by-60-runs%3b-Gujarat-Giants-set-target-of-170-runs-before-UP-Warriorz&amp;id=456891"">WPL 2023: DC beat RCB by 60 runs; Gujarat Giants set target of 170 runs before UP Warriorz</a>
</h6>","<p><span id=""ctl00_ContentPlaceHolder1_AddUserControl_RepterDetails_ctl20_lblComment"">In the second match of the Women's Premier League (WPL) Delhi Capitals (DC) defeated Royal Challengers Bangalore (RCB) by 60 runs at Brabourne Stadium, Mumbai.</span></p>",Sports
"<h6><a href=""News?title=Women%26%2339%3bs-Premier-League%3a-Royal-Challengers-Bangalore-to-take-on-Delhi-Capitals-today&amp;id=456890"">Women's Premier League: Royal Challengers Bangalore to take on Delhi Capitals today</a>
</h6>","<p><span id=""ctl00_ContentPlaceHolder1_AddUserControl_RepterDetails_ctl21_lblComment"">In cricket,  Royal Challengers Bangalore will take on Delhi Capitals in Women's Premier League at Brabourne Stadium, Mumbai this afternoon.  The match will begin at 3.30 p.m.</span></p>",Sports
title,article,category
"

Sports car worth over ₹2 crore catches fire in Mumbai, video surfaces


short by Anmol Sharma / 
      09:54 pm on 12 Mar 2023,Sunday

","A Nissan GT-R sports car worth over ₹2 crore caught fire in Mumbai on Sunday afternoon after the Red Bull F1 Showrun event. The blaze erupted at the back of the vehicle. In the video, the fire and smoke can be seen coming out of the rear part of the car. The modified GT-R was a part of the event.",Sports
"

Hope my clothes are too big for you absolute ******: Stokes on being robbed in London


short by Anmol Sharma / 
      10:14 pm on 12 Mar 2023,Sunday

","England Test captain Ben Stokes revealed that thieves stole his bag while he was at King's Cross train station in London. He tweeted, ""To whoever stole my bag...I hope my clothes are [too] big for you ya absolute ******."" Stokes recently arrived in the UK from New Zealand, where he led England to 1-1 draw against New Zealand.",Sports
